SUMMARIZATION_LEVEL,NAME,ORGANIZATION_CITY,ORGANIZATION_ZIP,PRODUCT_TYPE,MEASURE_CODE,MEASURE_DESCRIPTION,MEASURE_COMPONENT,MEASURE_SUMMARY_UNITS,AGE_STRATIFICATION,MEASURE_RESULT,LOWER_95_CI,UPPER_95_CI,REPORTING_PERIOD_BEGIN_DT,REPORTING_PERIOD_END_DT,PERFORMANCE_CATEGORY
Clinic,Swedish Health Services - Seattle - Center For Comprehensive Care,Seattle,98104,MEDICAID,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,104.86,92.03,117.69,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Healthpoint Bothell,Bothell,98011,MEDICAID,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.63,0.58,0.68,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Associates In Family Medicine - Bellingham,Bellingham,98225,COMMERCIAL,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,8.93,7.2,10.67,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Franciscan Medical Clinic - Gig Harbor,Gig Harbor,98335,MEDICAID,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,87.22,78.77,95.68,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Yelm Family Medicine,Yelm,98597,MEDICAID,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,3.36,1.46,5.26,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Yelm Family Medicine,Yelm,98597,MEDICAID,PDC-RASA,Proportion of Days Covered - Renin Angiotensin System Antagonists (RASA),Compliance,Percent Compliance,Overall,0.49,0.36,0.63,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Fidalgo Medical Associates - Island Medical Center,Anacortes,98221,MEDICAID,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,3.24,1.41,5.08,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Peacehealth Medical Group Burlington,Burlington,98233,COMMERCIAL,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,16.99,13.09,20.89,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Confluence Health - Wenatchee Valley Hospital Clinic,Wenatchee,98801,MEDICAID,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,3.06,2.05,4.07,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,The Everett Clinic - Silver Lake,Everett,98208,MEDICAID,LBP,Use of imaging studies for Low Back Pain,Compliance,Percent Compliance,Overall,0.78,0.65,0.91,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Pullman Family Medicine,Pullman,99163,COMMERCIAL,W34,"Well-Child Visits in the Third, Fourth, Fifth and Sixth Years of Life",Compliance,Percent Compliance,Overall,0.74,0.65,0.83,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Franciscan Medical Clinic  - Spanaway,Spanaway,98387,COMMERCIAL,MEDPRAC-RATING,Overall Rating of Medical Practice,Score,Stars,,2,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Columbia Pediatrics - Wenatchee,Wenatchee,98801,COMMERCIAL,W34,"Well-Child Visits in the Third, Fourth, Fifth and Sixth Years of Life",Compliance,Percent Compliance,Overall,0.71,0.66,0.77,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Confluence Health - East Wenatchee Clinic,East Wenatchee,98802,MEDICAID,PDC-RASA,Proportion of Days Covered - Renin Angiotensin System Antagonists (RASA),Compliance,Percent Compliance,Overall,0.63,0.47,0.79,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Inchelium Community Health Center,Inchelium,99138,MEDICAID,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,0,0,0,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Franciscan Medical Clinic - Port Orchard,Port Orchard,98367,MEDICAID,PDC-RASA,Proportion of Days Covered - Renin Angiotensin System Antagonists (RASA),Compliance,Percent Compliance,Overall,0.7,0.55,0.85,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Uw Neighborhood Belltown Clinic,Seattle,98121,COMMERCIAL,MPM-ACE,Annual Monitoring for Patients on Persistent Medications - ACE Inhibitors or ARBs,Compliance,Percent Compliance,Overall,0.82,0.74,0.9,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,The Vancouver Clinic - Columbia Tech Center,Vancouver,98684,MEDICAID,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,0,0,0,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Providence Health & Services - Everett Internal Medicine,Everett,98201,MEDICAID,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.38,0.27,0.5,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,"Providence Health & Services - North East Washington Medical Group, Colville",Colville,99114,MEDICAID,CDC-HBA1C,Comprehensive Diabetes Care - HbA1c Testing,Compliance,Percent Compliance,Overall,0.76,0.6,0.92,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Pacific General Medical Clinic,Tacoma,98408,MEDICAID,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,71.31,67.02,75.6,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Kaiser Permanente South Hill Medical Center,Spokane,99223,COMMERCIAL,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,30.54,23.4,37.68,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,Multicare Covington Clinic Family Practice,Covington,98042,COMMERCIAL,LBP,Use of imaging studies for Low Back Pain,Compliance,Percent Compliance,Overall,0.81,0.7,0.91,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Providence Health & Services - Marysville Clinic,Marysville,98271,COMMERCIAL,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,0,0,0,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Kaiser Permanente Spokane Medical Center,Spokane,99201,COMMERCIAL,W15,Well-Child Visits in the First 15 Months of Life,Compliance - 6+ Visits,Percent Compliance,Overall,0.69,0.54,0.84,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Whitman Medical Group - Colfax,Colfax,99111,MEDICAID,AAB,Avoidance of Antibiotic Treatment in Adults With Acute Bronchitis,Compliance,Percent Compliance,Overall,0.62,0.46,0.78,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Providence Health & Services - St Peter Family Medicine,Olympia,98506,MEDICAID,BCS,Breast Cancer Screening,Compliance,Percent Compliance,Overall,0.5,0.36,0.64,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Jamestown Family Health Clinic,Sequim,98382,COMMERCIAL,PDC-DR,Proportion of Days Covered - Diabetes All Class (DR),Compliance,Percent Compliance,Overall,0.75,0.59,0.91,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Valley Medical - Southlake Clinic,Renton,98055,COMMERCIAL,PDC-STA,Proportion of Days Covered - Statins (STA),Compliance,Percent Compliance,Overall,0.76,0.65,0.87,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Uw Neighborhood Woodinville Clinic,Woodinville,98072,COMMERCIAL,LBP,Use of imaging studies for Low Back Pain,Compliance,Percent Compliance,Overall,0.73,0.6,0.86,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Swedish Health Services - Seattle - Center For Comprehensive Care,Seattle,98104,MEDICAID,BCS,Breast Cancer Screening,Compliance,Percent Compliance,Overall,0.63,0.49,0.78,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Columbia Valley Community Health - Wenatchee,Wenatchee,98801,MEDICAID,LBP,Use of imaging studies for Low Back Pain,Compliance,Percent Compliance,Overall,0.97,0.9,1,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Healthpoint Tukwila,Tukwila,98168,MEDICAID,W15,Well-Child Visits in the First 15 Months of Life,Compliance - 6+ Visits,Percent Compliance,Overall,0.17,0,0.35,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,Pacific Medical Centers  - Totem Lake,Kirkland,98034,MEDICAID,CHL,Chlamydia Screening in Women,Compliance,Percent Compliance,Overall,0.68,0.51,0.84,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Kvh Family Medicine - Cle Elum,Cle Elum,98922,MEDICAID,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,48.25,43.67,52.83,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Multicare Spanaway Clinic,Spanaway,98387,MEDICAID,MEDPRAC-RATING,Overall Rating of Medical Practice,Score,Stars,,1,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,Community Health Association Of Spokane -Valley Clinic,Spokane Valley,99216,MEDICAID,AAB,Avoidance of Antibiotic Treatment in Adults With Acute Bronchitis,Compliance,Percent Compliance,Overall,0.48,0.3,0.67,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Neighborcare Health At Vashon,Vashon,98070,COMMERCIAL,MPM-ACE,Annual Monitoring for Patients on Persistent Medications - ACE Inhibitors or ARBs,Compliance,Percent Compliance,Overall,0.73,0.62,0.83,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Lincoln Hospital - Davenport Clinic,Davenport,99122,MEDICAID,PDC-RASA,Proportion of Days Covered - Renin Angiotensin System Antagonists (RASA),Compliance,Percent Compliance,Overall,0.74,0.62,0.86,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Kaiser Permanente Bellevue Medical Center,Bellevue,98004,MEDICAID,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.56,0.49,0.63,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Multicare Rockwood Quail Run Clinic,Spokane,99203,MEDICAID,PDC-RASA,Proportion of Days Covered - Renin Angiotensin System Antagonists (RASA),Compliance,Percent Compliance,Overall,0.73,0.58,0.88,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Moses Lake Community Health Center,Moses Lake,98837,MEDICAID,MPM-ACE,Annual Monitoring for Patients on Persistent Medications - ACE Inhibitors or ARBs,Compliance,Percent Compliance,Overall,0.83,0.78,0.89,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Lourdes West Pasco,Pasco,99301,COMMERCIAL,MPM-ACE,Annual Monitoring for Patients on Persistent Medications - ACE Inhibitors or ARBs,Compliance,Percent Compliance,Overall,0.87,0.8,0.95,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Confluence Health - Omak Clinic,Omak,98841,COMMERCIAL,PDC-RASA,Proportion of Days Covered - Renin Angiotensin System Antagonists (RASA),Compliance,Percent Compliance,Overall,0.73,0.65,0.81,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Swedish Health Services - Seattle - Downtown Seattle Primary Care,Seattle,98104,MEDICAID,PDC-STA,Proportion of Days Covered - Statins (STA),Compliance,Percent Compliance,Overall,0.43,0.25,0.61,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Uw Neighborhood Shoreline Clinic,Shoreline,98133,COMMERCIAL,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,17.49,15.99,18.99,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Legacy Medical Group - Salmon Creek Family Medicine,Vancouver,98686,MEDICAID,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.25,0.17,0.32,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,Pacific Medical Centers - Northgate,Seattle,98125,COMMERCIAL,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,0,0,0,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Summit View Clinic - Puyallup,Puyallup,98373,MEDICAID,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.56,0.47,0.64,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Samaritan Clinic - Moses Lake,Moses Lake,98837,COMMERCIAL,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.64,0.59,0.69,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Community Health Association Of Spokane - Market Street Clinic,Spokane,99208,MEDICAID,CDC-NEPH,Comprehensive Diabetes Care - Medical Attention for Nephrology,Compliance,Percent Compliance,Overall,0.8,0.69,0.91,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Women'S Health Care Center At Uwmc - Roosevelt,Seattle,98105,MEDICAID,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,121.66,103.75,139.57,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,Providence Health & Services - Snohomish Clinic,Snohomish,98290,COMMERCIAL,MPM-ACE,Annual Monitoring for Patients on Persistent Medications - ACE Inhibitors or ARBs,Compliance,Percent Compliance,Overall,0.86,0.78,0.94,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Neighborcare Health At Lake City,Seattle,98125,MEDICAID,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.54,0.47,0.61,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Providence Health & Services - Marysville Clinic,Marysville,98271,MEDICAID,BCS,Breast Cancer Screening,Compliance,Percent Compliance,Overall,0.37,0.26,0.47,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,Kaiser Permanente Tacoma South Medical Center,Tacoma,98444,MEDICAID,CDC-EYE,Comprehensive Diabetes Care - Eye Exam Performed,Compliance,Percent Compliance,Overall,0.3,0.17,0.43,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Kaiser Permanente Spokane Medical Center,Spokane,99201,MEDICAID,LBP,Use of imaging studies for Low Back Pain,Compliance,Percent Compliance,Overall,0.82,0.7,0.94,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Inglewood Family Health,Kirkland,98034,COMMERCIAL,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,0,0,0,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,The Polyclinic - Broadway,Seattle,98122,COMMERCIAL,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.73,0.71,0.75,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Kaiser Permanente Tacoma Medical Center,Tacoma,98405,COMMERCIAL,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,0,0,0,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Woodcreek Pediatrics - Bonney Lake,Bonney Lake,98391,MEDICAID,W15,Well-Child Visits in the First 15 Months of Life,Compliance - 6+ Visits,Percent Compliance,Overall,0.72,0.63,0.8,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Kaiser Permanente Veradale Medical Center,Spokane Valley,99216,COMMERCIAL,AAB,Avoidance of Antibiotic Treatment in Adults With Acute Bronchitis,Compliance,Percent Compliance,Overall,0.39,0.23,0.56,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Valley View Health Center - Chehalis,Chehalis,98532,MEDICAID,PDC-DR,Proportion of Days Covered - Diabetes All Class (DR),Compliance,Percent Compliance,Overall,0.68,0.58,0.79,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Olympic Physicians - Mason General Hospital,Shelton,98584,MEDICAID,CHL,Chlamydia Screening in Women,Compliance,Percent Compliance,Overall,0.43,0.27,0.59,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Ocean Beach Hospital - Medical Clinic,Ilwaco,98624,COMMERCIAL,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.52,0.41,0.63,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,Western Washington Medical Group - Snohomish Family Medicine,Snohomish,98290,COMMERCIAL,MPM-ACE,Annual Monitoring for Patients on Persistent Medications - ACE Inhibitors or ARBs,Compliance,Percent Compliance,Overall,0.93,0.84,1,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Uw Neighborhood Belltown Clinic,Seattle,98121,MEDICAID,PDC-RASA,Proportion of Days Covered - Renin Angiotensin System Antagonists (RASA),Compliance,Percent Compliance,Overall,0.57,0.39,0.74,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Columbia Valley Community Health - Wenatchee,Wenatchee,98801,COMMERCIAL,MEDPRAC-RATING,Overall Rating of Medical Practice,Score,Stars,,3,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Swofford & Halma Clinic,Sunnyside,98944,MEDICAID,CDC-HBA1C,Comprehensive Diabetes Care - HbA1c Testing,Compliance,Percent Compliance,Overall,0.89,0.77,1,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Providence Health & Services  - Northpointe Clinic,Spokane,99218,MEDICAID,W15,Well-Child Visits in the First 15 Months of Life,Compliance - 6+ Visits,Percent Compliance,Overall,0.59,0.5,0.67,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Skagit Pediatrics - Mount Vernon,Mount Vernon,98274,MEDICAID,MEDPRAC-RATING,Overall Rating of Medical Practice,Score,Stars,,3,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Ballard Pediatric Clinic  - Seattle,Seattle,98117,COMMERCIAL,MEDPRAC-RATING,Overall Rating of Medical Practice,Score,Stars,,3,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Sea-Mar Community Health Center - Mount Vernon,Mount Vernon,98273,MEDICAID,MEDPRAC-RATING,Overall Rating of Medical Practice,Score,Stars,,2,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Swedish Health Services - Redmond Primary Care,Redmond,98052,MEDICAID,MPM-ACE,Annual Monitoring for Patients on Persistent Medications - ACE Inhibitors or ARBs,Compliance,Percent Compliance,Overall,0.93,0.83,1,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Uw Neighborhood Smokey Point Clinic,Arlington,98223,COMMERCIAL,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,0,0,0,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Virginia Mason Bainbridge Island Medical Center,Bainbridge Island,98110,COMMERCIAL,PDC-STA,Proportion of Days Covered - Statins (STA),Compliance,Percent Compliance,Overall,0.71,0.64,0.78,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Neighborcare Health At Columbia City,Seattle,98118,MEDICAID,PDC-STA,Proportion of Days Covered - Statins (STA),Compliance,Percent Compliance,Overall,0.43,0.33,0.53,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Columbia Medical Associates - South Hill Family Medicine,Spokane,99223,COMMERCIAL,AAB,Avoidance of Antibiotic Treatment in Adults With Acute Bronchitis,Compliance,Percent Compliance,Overall,0.38,0.24,0.52,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Evergreen Pediatric Clinic,Vancouver,98664,COMMERCIAL,W15,Well-Child Visits in the First 15 Months of Life,Compliance - 6+ Visits,Percent Compliance,Overall,0.79,0.69,0.9,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Trios Care Center At Southridge,Kennewick,99338,MEDICAID,MPM-ACE,Annual Monitoring for Patients on Persistent Medications - ACE Inhibitors or ARBs,Compliance,Percent Compliance,Overall,0.89,0.81,0.97,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,North Olympic Healthcare Network,Port Angeles,98362,MEDICAID,W34,"Well-Child Visits in the Third, Fourth, Fifth and Sixth Years of Life",Compliance,Percent Compliance,Overall,0.6,0.46,0.74,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Providence Health & Services - Lynnwood Clinic,Lynnwood,98087,MEDICAID,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,2.06,0.84,3.28,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Ferndale Family Medical Center,Ferndale,98248,COMMERCIAL,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,10.24,8.5,11.97,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Skagit Regional Clinics - Stanwood,Stanwood,98292,COMMERCIAL,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,11.48,8.25,14.7,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Woodcreek Pediatrics - Puyallup Clinic,Puyallup,98371,COMMERCIAL,W15,Well-Child Visits in the First 15 Months of Life,Compliance - 6+ Visits,Percent Compliance,Overall,0.76,0.66,0.86,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Deer Park Family Care Clinic,Deer Park,99006,MEDICAID,MPM-ACE,Annual Monitoring for Patients on Persistent Medications - ACE Inhibitors or ARBs,Compliance,Percent Compliance,Overall,0.82,0.72,0.93,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
